no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
2605,"THE JOYO BANK, LTD.",Banking,Representative Office (Banking),+65 62256543,10 COLLYER QUAY #09-07A OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/218047-THE-JOYO-BANK-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2606,THE KOREA DEVELOPMENT BANK,Banking,Wholesale Bank,+65 63207400,"138 MARKET STREET, #35-02/03 CAPITAGREEN 048946",http://www.kol.co.kr/~kdbmst/kdb.html,https://eservices.mas.gov.sg/fid/institution/detail/3284-THE-KOREA-DEVELOPMENT-BANK,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2607,THE LONDON METAL EXCHANGE,Capital Markets,Recognised Market Operator,,,http://www.lme.com,https://eservices.mas.gov.sg/fid/institution/detail/201380-THE-LONDON-METAL-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2608,"THE MUSASHINO BANK, LTD.",Banking,Representative Office (Banking),+65 6323 6340,50 RAFFLES PLACE SINGAPORE LAND TOWER #17-04 048623,,https://eservices.mas.gov.sg/fid/institution/detail/218785-THE-MUSASHINO-BANK-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2609,THE NAGANO-KEN SHINKUMI BANK,Banking,Representative Office (Banking),+65 62215648,16 RAFFLES QUAY #40-02B HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/218048-THE-NAGANO-KEN-SHINKUMI-BANK,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2610,"THE NISHI-NIPPON CITY BANK, LTD.",Banking,Representative Office (Banking),+65 62220115,1 MARINA BOULEVARD #25-07 ONE MARINA BOULEVARD 018989,,https://eservices.mas.gov.sg/fid/institution/detail/218050-THE-NISHI-NIPPON-CITY-BANK-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2611,THE NORINCHUKIN BANK,Banking,Wholesale Bank,+65 65351011,"12 MARINA BOULEVARD, #38-01/02 MARINA BAY FINANCIAL CENTRE TOWER 3 018982",,https://eservices.mas.gov.sg/fid/institution/detail/3240-THE-NORINCHUKIN-BANK,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2612,THE NORTHERN TRUST COMPANY,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Wholesale Bank,+65 64376666,ONE GEORGE STREET #12-06 049145,http://www.ntrs.com,https://eservices.mas.gov.sg/fid/institution/detail/3281-THE-NORTHERN-TRUST-COMPANY,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2613,"THE PUTNAM ADVISORY COMPANY, LLC SINGAPORE BRANCH",Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65104900,8 MARINA VIEW #28-01 ASIA SQUARE TOWER 1 018960,http://www.putnam.com,https://eservices.mas.gov.sg/fid/institution/detail/3472-THE-PUTNAM-ADVISORY-COMPANY-LLC-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2614,THE SAUDI NATIONAL BANK,Banking,Wholesale Bank,+65 62228496,6 BATTERY ROAD #37-03 049909,,https://eservices.mas.gov.sg/fid/institution/detail/224921-THE-SAUDI-NATIONAL-BANK,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2615,"THE SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.",Banking,Wholesale Bank,+65 67715111,3 TEMASEK AVENUE CENTENNIAL TOWER #26-02 039190,,https://eservices.mas.gov.sg/fid/institution/detail/200791-THE-SHANGHAI-COMMERCIAL-SAVINGS-BANK-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2616,THE SHIPOWNERS' MUTUAL PROTECTION AND INDEMNITY ASSOCIATION (LUXEMBOURG) (SINGAPORE BRANCH),Insurance,Direct Insurer (General),+65 6593 0420,9 TEMASEK BOULEVARD SUNTEC TOWER 2 #22-02 038989,http://www.shipownersclub.com,https://eservices.mas.gov.sg/fid/institution/detail/3482-THE-SHIPOWNERS-MUTUAL-PROTECTION-AND-INDEMNITY-ASSOCIATION-LUXEMBOURG-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2617,"THE SHIZUOKA BANK, LTD.",Capital Markets; Banking,Exempt Capital Markets Services Entity; Wholesale Bank,6225 3600,10 COLLYER QUAY #09-08/10 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/246437-THE-SHIZUOKA-BANK-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2618,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,Capital Markets; Banking,Exempt Capital Markets Services Entity; Wholesale Bank,+65 65364338,61 ROBINSON ROAD #10-03 61 ROBINSON 068893,http://www.scb.co.th,https://eservices.mas.gov.sg/fid/institution/detail/3258-THE-SIAM-COMMERCIAL-BANK-PUBLIC-COMPANY-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2619,THE STANDARD CLUB ASIA LTD.,Insurance,Direct Insurer (General),+65 6751 3460,3 ANSON ROAD #10-02 SPRINGLEAF TOWER 079909,https://north-standard.com/,https://eservices.mas.gov.sg/fid/institution/detail/942-THE-STANDARD-CLUB-ASIA-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2620,THE STOCK EXCHANGE OF HONG KONG LIMITED,Capital Markets,Recognised Market Operator,,,http://www.hkex.com.hk,https://eservices.mas.gov.sg/fid/institution/detail/201334-THE-STOCK-EXCHANGE-OF-HONG-KONG-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2621,THE SWEDISH CLUB SINGAPORE BRANCH,Insurance,Direct Insurer (General),+65 6381 9255,"4, SHENTON WAY #29-01 SGX CENTRE II 068807",,https://eservices.mas.gov.sg/fid/institution/detail/407851-THE-SWEDISH-CLUB-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2622,THE TOA REINSURANCE COMPANY LIMITED (SINGAPORE BRANCH),Insurance,Reinsurer (General),+65 6220 0123,"50, RAFFLES PLACE #26-01 SINGAPORE LAND TOWER 048623",,https://eservices.mas.gov.sg/fid/institution/detail/3304-THE-TOA-REINSURANCE-COMPANY-LIMITED-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2623,THE TORONTO-DOMINION BANK,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Wholesale Bank,+65 64346000,1 TEMASEK AVENUE #15-02 MILLENIA TOWER 039192,http://www.tdbank.ca/tdbank/indexjava.html,https://eservices.mas.gov.sg/fid/institution/detail/3278-THE-TORONTO-DOMINION-BANK,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2624,THE UNITED KINGDOM MUTUAL STEAM SHIP ASSURANCE ASSOCIATION LIMITED SINGAPORE BRANCH,Insurance,Direct Insurer (General),+65 6323 6577,61 ROBINSON ROAD #11-01A ROBINSON CENTRE 068893,,https://eservices.mas.gov.sg/fid/institution/detail/3535-THE-UNITED-KINGDOM-MUTUAL-STEAM-SHIP-ASSURANCE-ASSOCIATION-LIMITED-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2625,THE WEST OF ENGLAND SHIP OWNERS MUTUAL INSURANCE ASSOCIATION (LUXEMBOURG) SINGAPORE BRANCH,Insurance,Direct Insurer (General),+65 9666 2650,61 ROBINSON ROAD #12-01 61 ROBINSON 068893,,https://eservices.mas.gov.sg/fid/institution/detail/201016-THE-WEST-OF-ENGLAND-SHIP-OWNERS-MUTUAL-INSURANCE-ASSOCIATION-LUXEMBOURG-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2626,THE WOLFPACK FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96325343,12 HOY FATT ROAD #04-03 BRYTON HOUSE 159506,,https://eservices.mas.gov.sg/fid/institution/detail/233574-THE-WOLFPACK-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2627,THE YIELD LAB PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68238240,20 MCCALLUM STREET #19-01 TOKIO MARINE CENTRE 069046,,https://eservices.mas.gov.sg/fid/institution/detail/226311-THE-YIELD-LAB-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2628,THEORIA CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63416353,1 WALLICH STREET #09-05 GUOCO TOWER 078881,,https://eservices.mas.gov.sg/fid/institution/detail/1760-THEORIA-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2629,THIS MARKETING INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 67444479,3 PHILLIP STREET #09-04 ROYAL GROUP BUILDING 048693,,https://eservices.mas.gov.sg/fid/institution/detail/434749-THIS-MARKETING-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2630,THOMSON MONEY EXCHANGE,Payments,Money-changing Licensee,65 64546116,23 SERANGOON CENTRAL #03-34 NEX 556083,,https://eservices.mas.gov.sg/fid/institution/detail/2805-THOMSON-MONEY-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2631,THREADNEEDLE INVESTMENTS SINGAPORE (PTE.) LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 63091088,3 KILLINEY ROAD #07-07 WINSLAND HOUSE I 239519,https://www.columbiathreadneedle.com,https://eservices.mas.gov.sg/fid/institution/detail/2412-THREADNEEDLE-INVESTMENTS-SINGAPORE-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2632,THREE BAMBOO CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69732677,13 STAMFORD ROAD #02-11 CAPITOL SINGAPORE 178905,,https://eservices.mas.gov.sg/fid/institution/detail/201138-THREE-BAMBOO-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2633,THREE S ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91258368,16 KALLANG PLACE #03-02 339156,,https://eservices.mas.gov.sg/fid/institution/detail/250582-THREE-S-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2634,THUNDERBIRDS VENTURES PRIVATE LIMITED,Payments,Major Payment Institution,65 82286065,8 MARINA VIEW #43-088 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/229632-THUNDERBIRDS-VENTURES-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2635,THUNES ASIA PRIVATE LIMITED,Payments,Major Payment Institution,65 69832500,1 RAFFLES PLACE #28-61 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/228840-THUNES-ASIA-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2636,TICKRS FINANCIAL SINGAPORE PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 60111700,137 MARKET STREET #12-01 048943,https://www.tickrs.com.sg/,https://eservices.mas.gov.sg/fid/institution/detail/246930-TICKRS-FINANCIAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2637,TIGER BROKERS (SINGAPORE) PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 69500591,1 RAFFLES PLACE #35-61 ONE RAFFLES PLACE 048616,http://www.tigerbrokers.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/225987-TIGER-BROKERS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2638,TIGER FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69789519,1 RAFFLES PLACE #20-63 ONE RAFFLES PLACE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/408310-TIGER-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2639,TIGER GLOBAL SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68900375,8 TEMASEK BOULEVARD #32-02 SUNTEC TOWER 3 038988,,https://eservices.mas.gov.sg/fid/institution/detail/2528-TIGER-GLOBAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2640,TIGERMAR GLOBAL PTE. LIMITED,Insurance,Registered Insurance Broker,+65 67158760,250 TANJONG PAGAR ROAD #10-01 ST ANDREW’S CENTRE 088541,http://www.tigermar.com,https://eservices.mas.gov.sg/fid/institution/detail/4475-TIGERMAR-GLOBAL-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2641,TIGRIS ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90261661,141 CECIL ST #07-02 TUNG ANN ASSOCIATION BUILDING 069541,http://www.tigrisfunds.com,https://eservices.mas.gov.sg/fid/institution/detail/200454-TIGRIS-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2642,TIH INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62241211,137 TELOK AYER STREET #03-07 068602,http://www.tih.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/200798-TIH-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2643,TIKEHAU AMOVA INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67182106,1 WALLICH STREET GUOCO TOWER #15-02A 078881,,https://eservices.mas.gov.sg/fid/institution/detail/445023-TIKEHAU-AMOVA-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2644,TIKEHAU INVESTMENT MANAGEMENT ASIA PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 67182111,1 WALLICH STREET #15-03 GUOCO TOWER SINGAPORE 078881,http://www.tikehauim.com,https://eservices.mas.gov.sg/fid/institution/detail/200273-TIKEHAU-INVESTMENT-MANAGEMENT-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2645,TIME EXCHANGE PTE. LTD.,Payments,Money-changing Licensee,+65 85222242,11 COLLYER QUAY #02-22 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/200704-TIME-EXCHANGE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2646,TIMEFOLIO ASSET MANAGEMENT SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63591525,1 RAFFLES PLACE #19-02 048616,https://www.timefolio.sg/,https://eservices.mas.gov.sg/fid/institution/detail/222102-TIMEFOLIO-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2647,TIMES INSURANCE BROKERS PTE LTD,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 62528888,BLK 2 BALESTIER ROAD #03-659 BALESTIER HILL SHOPPING CENTRE 320002,http://www.timesinsurance.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/255-TIMES-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2648,TIN MEN CAPITAL PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 81185689,193 JALAN BESAR #02-01 208883,,https://eservices.mas.gov.sg/fid/institution/detail/4035-TIN-MEN-CAPITAL-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2649,TITUS INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62214030,SUITE 51 AT 11 BEACH ROAD #03-01 189675,,https://eservices.mas.gov.sg/fid/institution/detail/246749-TITUS-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2650,TKMARKETS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97378727,138 MARKET STREET #05-02 CAPITAGREEN 048946,,https://eservices.mas.gov.sg/fid/institution/detail/429074-TKMARKETS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2651,TLC CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60288151,101 THOMSON ROAD #28-04 UNITED SQUARE 307591,,https://eservices.mas.gov.sg/fid/institution/detail/218802-TLC-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2652,TMF TRUSTEES SINGAPORE LIMITED,Capital Markets,Licensed Trust Company,+65 68081600,5 SHENTON WAY #12-01 UIC BUILDING 068808,http://www.tmf-group.com,https://eservices.mas.gov.sg/fid/institution/detail/476-TMF-TRUSTEES-SINGAPORE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2653,TNB AURA EVERGREEN PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 86464263,138 CECIL STREET #05-01 069538,http://N.A.,https://eservices.mas.gov.sg/fid/institution/detail/253008-TNB-AURA-EVERGREEN-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2654,TNT GLOBAL CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 87380177,65 CHULIA STREET #46-00 OCBC CENTER 049513,,https://eservices.mas.gov.sg/fid/institution/detail/200710-TNT-GLOBAL-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2655,TOA PAYOH CENTRAL GOLD HALL,Payments,Money-changing Licensee,65 62506320,184 TOA PAYOH CENTRAL #01-350 310184,,https://eservices.mas.gov.sg/fid/institution/detail/2728-TOA-PAYOH-CENTRAL-GOLD-HALL,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2656,TODAY'S MONEY EXCHANGE,Payments,Money-changing Licensee,65 62225844,101 UPPER CROSS STREET #01-16A PEOPLE'S PARK CENTRE 058357,,https://eservices.mas.gov.sg/fid/institution/detail/2901-TODAY-S-MONEY-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2657,TOH SOON SHENG,Payments,Money-changing Licensee,65 63685015,19 MARSILING LANE #01-305 730019,,https://eservices.mas.gov.sg/fid/institution/detail/2813-TOH-SOON-SHENG,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2658,TOKAI TOKYO INVESTMENT MANAGEMENT SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64364240,20 ANSON ROAD #09-02 TWENTY ANSON 079912,,https://eservices.mas.gov.sg/fid/institution/detail/2429-TOKAI-TOKYO-INVESTMENT-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=24&count=100,24,2026-07-11,,,Not Called,,,,
2659,TOKIO MARINE ASSET MANAGEMENT INTERNATIONAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65926279,10 ANSON RD #05-01 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/959-TOKIO-MARINE-ASSET-MANAGEMENT-INTERNATIONAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2660,TOKIO MARINE FINANCIAL ADVISERS (SINGAPORE) PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 65926100,20 MACCALLUM STREET #05-01 TOKIO MARINE CENTRE 069046,,https://eservices.mas.gov.sg/fid/institution/detail/413084-TOKIO-MARINE-FINANCIAL-ADVISERS-SINGAPORE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2661,TOKIO MARINE INSURANCE SINGAPORE LTD.,Insurance,Direct Insurer (General),+65 6221 6111,"20, MCCALLUM STREET #09-01 TOKIO MARINE CENTRE 069046",http://www.tokiomarine.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/105-TOKIO-MARINE-INSURANCE-SINGAPORE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2662,TOKIO MARINE KILN SINGAPORE PTE. LIMITED,Insurance,Lloyd's Asia Scheme,+65 6499 9330,"138, MARKET STREET #03-04 CAPITAGREEN 048946",,https://eservices.mas.gov.sg/fid/institution/detail/1630-TOKIO-MARINE-KILN-SINGAPORE-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2663,TOKIO MARINE LIFE INSURANCE SINGAPORE PTE. LTD.,Insurance; Capital Markets; Financial Advisory,Direct Insurer (Life); Exempt Capital Markets Services Entity; Exempt Financial Adviser,+65 6592 6100,"20, MCCALLUM STREET #07-01 TOKIO MARINE CENTRE 069046",http://www.tokiomarine-life.sg,https://eservices.mas.gov.sg/fid/institution/detail/117-TOKIO-MARINE-LIFE-INSURANCE-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2664,"TOKYO COMMODITY EXCHANGE, INC.",Capital Markets,Recognised Market Operator,,,http://www.tocom.or.jp,https://eservices.mas.gov.sg/fid/institution/detail/201449-TOKYO-COMMODITY-EXCHANGE-INC,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2665,TOKYO FINANCIAL EXCHANGE INC,Capital Markets,Recognised Market Operator,,,http://www.tfx.co.jp,https://eservices.mas.gov.sg/fid/institution/detail/201463-TOKYO-FINANCIAL-EXCHANGE-INC,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2666,"TOKYO STOCK EXCHANGE, INC.",Capital Markets,Recognised Market Operator,+65 64385100,,http://www.jpx.co.jp/english/,https://eservices.mas.gov.sg/fid/institution/detail/218542-TOKYO-STOCK-EXCHANGE-INC,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2667,TOMLINSON HOTEL PTE. LTD.,Payments,Money-changing Licensee,65 67367700,29 TANGLIN ROAD 247911,,https://eservices.mas.gov.sg/fid/institution/detail/2950-TOMLINSON-HOTEL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2668,TOMONI RE PTE. LTD.,Insurance,Reinsurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/251605-TOMONI-RE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
2669,TONG FONG MONEY CHANGER,Payments,Money-changing Licensee,65 62659093,BLK 347 BUKIT BATOK ST 34 #01-260 650347,,https://eservices.mas.gov.sg/fid/institution/detail/2809-TONG-FONG-MONEY-CHANGER,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2670,TOP FINANCIAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 80397684,101 CECIL STREET #13-05 TONG ENG BUILDING 069533,http://ir.zyfgl.com/index.html,https://eservices.mas.gov.sg/fid/institution/detail/416133-TOP-FINANCIAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2671,TOP XCHANGE,Payments,Money-changing Licensee,,"48, BENCOOLEN STREET #01-04 V HOTEL BENCOOLEN 189627",,https://eservices.mas.gov.sg/fid/institution/detail/2928-TOP-XCHANGE,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2672,TOR INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65976800,6 BATTERY ROAD #37-01 049909,http://www.torinvestment.com,https://eservices.mas.gov.sg/fid/institution/detail/238165-TOR-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2673,TORCH INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69325066,9 RAFFLES PLACE #05-506 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/2467-TORCH-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
2674,TORONTO DOMINION (SOUTH EAST ASIA) LIMITED,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Merchant Bank,+65 64346280,1 TEMASEK AVENUE #15-02 MILLENIA TOWER 039192,,https://eservices.mas.gov.sg/fid/institution/detail/293-TORONTO-DOMINION-SOUTH-EAST-ASIA-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=25&count=100,25,2026-07-11,,,Not Called,,,,
