licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
2729,2082,REPUBLIC INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65333313,105 CECIL STREET #22-00 THE OCTAGON 069534,,https://eservices.mas.gov.sg/fid/institution/detail/1127-REPUBLIC-INVESTMENT-MANAGEMENT-PTE-LTD,20,2026-07-11
2730,2083,RESHONG CORPORATION PRIVATE LIMITED,Payments,Money-changing Licensee,65 67432255,1 JOO CHIAT COMPLEX #01-1005 420001,,https://eservices.mas.gov.sg/fid/institution/detail/235-RESHONG-CORPORATION-PRIVATE-LIMITED,20,2026-07-11
2731,2084,RESONA MERCHANT BANK ASIA LIMITED,Banking,Merchant Bank,+65 62247155,8 MARINA VIEW #32-03 ASIA SQUARE TOWER 1 018960,http://NA,https://eservices.mas.gov.sg/fid/institution/detail/335-RESONA-MERCHANT-BANK-ASIA-LIMITED,20,2026-07-11
2732,2084,RESONA MERCHANT BANK ASIA LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 62247155,8 MARINA VIEW #32-03 ASIA SQUARE TOWER 1 018960,http://NA,https://eservices.mas.gov.sg/fid/institution/detail/335-RESONA-MERCHANT-BANK-ASIA-LIMITED,20,2026-07-11
2733,2085,RESORTS WORLD AT SENTOSA PTE. LTD.,Payments,Money-changing Licensee,65 65776338,"BASEMENT 1 MEZZANINE, MAXIMS PLATINUM CAGE, 8 SENTOSA GATEWAY, SENTOSA 098269",,https://eservices.mas.gov.sg/fid/institution/detail/1437-RESORTS-WORLD-AT-SENTOSA-PTE-LTD,20,2026-07-11
2734,2086,REVOLUT SECURITIES SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69298748,109 NORTH BRIDGE ROAD #05-21 OFFICE NUMBER 06W102A 179097,http://Revolut.com,https://eservices.mas.gov.sg/fid/institution/detail/246695-REVOLUT-SECURITIES-SINGAPORE-PTE-LTD,20,2026-07-11
2735,2086,REVOLUT SECURITIES SINGAPORE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 69298748,109 NORTH BRIDGE ROAD #05-21 OFFICE NUMBER 06W102A 179097,http://Revolut.com,https://eservices.mas.gov.sg/fid/institution/detail/246695-REVOLUT-SECURITIES-SINGAPORE-PTE-LTD,20,2026-07-11
2736,2087,REVOLUT TECHNOLOGIES SINGAPORE PTE. LTD.,Payments,Major Payment Institution,+65 69298748,36 ROBINSON ROAD #20-01 CITY HOUSE 068877,https://www.revolut.com/en-SG,https://eservices.mas.gov.sg/fid/institution/detail/218707-REVOLUT-TECHNOLOGIES-SINGAPORE-PTE-LTD,20,2026-07-11
2737,2088,"RGA GLOBAL REINSURANCE COMPANY, LTD. SINGAPORE BRANCH",Insurance,Reinsurer (Life),+65 6692 9380,"5, TEMASEK BOULEVARD #05-03/04 SUNTEC TOWER FIVE 038985",http://www.rgare.com/,https://eservices.mas.gov.sg/fid/institution/detail/437798-RGA-GLOBAL-REINSURANCE-COMPANY-LTD-SINGAPORE-BRANCH,20,2026-07-11
2738,2089,RHB ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63232508,6 SHENTON WAY #19-09 OUE DOWNTOWN 2 068809,https://rhbgroup.com.sg/asset-management/overview,https://eservices.mas.gov.sg/fid/institution/detail/1720-RHB-ASSET-MANAGEMENT-PTE-LTD,20,2026-07-11
2739,2089,RHB ASSET MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63232508,6 SHENTON WAY #19-09 OUE DOWNTOWN 2 068809,https://rhbgroup.com.sg/asset-management/overview,https://eservices.mas.gov.sg/fid/institution/detail/1720-RHB-ASSET-MANAGEMENT-PTE-LTD,20,2026-07-11
2740,2090,RHB BANK BERHAD,Banking,Full Bank,1800 3230100,90 CECIL STREET #03-00 RHB BANK BUILDING 069531,http://https//www.rhbgroup.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3331-RHB-BANK-BERHAD,20,2026-07-11
2741,2090,RHB BANK BERHAD,Capital Markets,Exempt Capital Markets Services Entity,1800 3230100,90 CECIL STREET #03-00 RHB BANK BUILDING 069531,http://https//www.rhbgroup.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3331-RHB-BANK-BERHAD,20,2026-07-11
2742,2090,RHB BANK BERHAD,Financial Advisory,Exempt Financial Adviser,1800 3230100,90 CECIL STREET #03-00 RHB BANK BUILDING 069531,http://https//www.rhbgroup.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3331-RHB-BANK-BERHAD,20,2026-07-11
2743,2091,RHEINGOLD FAMILY OFFICE PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 66323558,"50 RAFFLES PLACE, LEVEL 30, #30-19, SINGAPORE LAND TOWER 048623",,https://eservices.mas.gov.sg/fid/institution/detail/243326-RHEINGOLD-FAMILY-OFFICE-PTE-LTD,20,2026-07-11
2744,2091,RHEINGOLD FAMILY OFFICE PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 66323558,"50 RAFFLES PLACE, LEVEL 30, #30-19, SINGAPORE LAND TOWER 048623",,https://eservices.mas.gov.sg/fid/institution/detail/243326-RHEINGOLD-FAMILY-OFFICE-PTE-LTD,20,2026-07-11
2745,2092,RHICON CURRENCY MANAGEMENT PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 63272218,49 DUXTON ROAD #02-01 089513,http://www.rhicon.com,https://eservices.mas.gov.sg/fid/institution/detail/1121-RHICON-CURRENCY-MANAGEMENT-PTE-LTD,20,2026-07-11
2746,2093,RHONE TRUSTEES (SINGAPORE) LTD.,Capital Markets,Licensed Trust Company,+65 63472450,"3 KILLINEY ROAD, #04-08 WINSLAND HOUSE I 239519",http://www.rhoneservices.com,https://eservices.mas.gov.sg/fid/institution/detail/1342-RHONE-TRUSTEES-SINGAPORE-LTD,20,2026-07-11
2747,2094,RHT CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63816774,36 ROBINSON ROAD #10-06 CITY HOUSE 068877,,https://eservices.mas.gov.sg/fid/institution/detail/200930-RHT-CAPITAL-PTE-LTD,20,2026-07-11
2748,2094,RHT CAPITAL PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63816774,36 ROBINSON ROAD #10-06 CITY HOUSE 068877,,https://eservices.mas.gov.sg/fid/institution/detail/200930-RHT-CAPITAL-PTE-LTD,20,2026-07-11
2749,2095,RHT DIGICAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63816888,1 PAYA LEBAR LINK #06-08 PLQ2 408533,http://www.rhtgoc.com,https://eservices.mas.gov.sg/fid/institution/detail/409409-RHT-DIGICAPITAL-PTE-LTD,20,2026-07-11
2750,2096,RIA FINANCIAL SERVICES SINGAPORE PTE. LTD.,Payments,Major Payment Institution,+65 31388951,"11 NORTH BUONA VISTA DRIVE, #18-10, THE METROPOLIS, SINGAPORE 138589",,https://eservices.mas.gov.sg/fid/institution/detail/229441-RIA-FINANCIAL-SERVICES-SINGAPORE-PTE-LTD,20,2026-07-11
2751,2097,RICHMOND REINSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 69566590,30 CECIL STREET #23-01 PRUDENTIAL TOWER 049712,,https://eservices.mas.gov.sg/fid/institution/detail/222597-RICHMOND-REINSURANCE-BROKERS-PTE-LTD,20,2026-07-11
2752,2098,RICHVEIN PTE LTD,Payments,Money-changing Licensee,65 68395901,39 SCOTTS ROAD 228230,,https://eservices.mas.gov.sg/fid/institution/detail/2716-RICHVEIN-PTE-LTD,28,2026-07-11
2753,2099,RIDGEFIELD CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97991028,66 EAST COAST ROAD THE FLOW MALL #07-04 428778,http://www.dunecapital.sg,https://eservices.mas.gov.sg/fid/institution/detail/436826-RIDGEFIELD-CAPITAL-PTE-LTD,20,2026-07-11
2754,2100,RIGHT ANGEL EXCHANGE,Payments,Money-changing Licensee,65 65323026,101 UPPER CROSS STREET #01-36A PEOPLE'S PARK CENTRE 058357,,https://eservices.mas.gov.sg/fid/institution/detail/2910-RIGHT-ANGEL-EXCHANGE,20,2026-07-11
2755,2101,RIPPLE MARKETS APAC PTE. LTD.,Payments,Major Payment Institution,,"77, ROBINSON ROAD #16-00 ROBINSON 77 068896",,https://eservices.mas.gov.sg/fid/institution/detail/415143-RIPPLE-MARKETS-APAC-PTE-LTD,20,2026-07-11
2756,2102,RIPPLEDOT CAPITAL ADVISERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62260788,6 BATTERY ROAD #19-02A 049909,http://www.rippledot.com,https://eservices.mas.gov.sg/fid/institution/detail/2435-RIPPLEDOT-CAPITAL-ADVISERS-PTE-LTD,20,2026-07-11
2757,2103,RISA PARTNERS ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65325425,9 RAFFLES PLACE #27-01 REPUBLIC PLAZA 048619,http://N.A.,https://eservices.mas.gov.sg/fid/institution/detail/222782-RISA-PARTNERS-ASIA-PTE-LTD,20,2026-07-11
2758,2104,RISING MONEY EXCHANGE PTE. LTD.,Payments,Money-changing Licensee,65 64646450,1 HARBOURFRONT WALK #02-171 VIVO CITY 098585,,https://eservices.mas.gov.sg/fid/institution/detail/200867-RISING-MONEY-EXCHANGE-PTE-LTD,20,2026-07-11
2759,2105,RISKGUARD INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 63719865,64 CECIL STREET #03-04 IOB BUILDING 049711,,https://eservices.mas.gov.sg/fid/institution/detail/414287-RISKGUARD-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2760,2105,RISKGUARD INSURANCE BROKERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63719865,64 CECIL STREET #03-04 IOB BUILDING 049711,,https://eservices.mas.gov.sg/fid/institution/detail/414287-RISKGUARD-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2761,2106,RIVER VALLEY ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62213774,16 RAFFLES QUAY #15-04 HONG LEONG BUILDING 048581,https://www.rivervalleyasset.com,https://eservices.mas.gov.sg/fid/institution/detail/2600-RIVER-VALLEY-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2762,2107,RIVERSIDE TRUSTEES LIMITED,Capital Markets,Licensed Trust Company,+65 62568146,1 NORTH BRIDGE ROAD #06-12 HIGH STREET CENTRE 179094,,https://eservices.mas.gov.sg/fid/institution/detail/246045-RIVERSIDE-TRUSTEES-LIMITED,21,2026-07-11
2763,2108,RIVULETS INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64911184,111 SOMERSET ROAD #06-10 TRIPLEONE SOMERSET 238164,,https://eservices.mas.gov.sg/fid/institution/detail/219517-RIVULETS-INVESTMENTS-PTE-LTD,21,2026-07-11
2764,2109,RIYAD BANK,Banking,Representative Office (Banking),+65 65364492,3 PHILLIP STREET #12-03 ROYAL GROUP BUILDING 048693,,https://eservices.mas.gov.sg/fid/institution/detail/204916-RIYAD-BANK,21,2026-07-11
2765,2110,RIYAZ EXCHANGE TRADING,Payments,Money-changing Licensee,,1 JELEBU ROAD #02-K4 BUKIT PANJANG PLAZA 677743,,https://eservices.mas.gov.sg/fid/institution/detail/2848-RIYAZ-EXCHANGE-TRADING,21,2026-07-11
2766,2111,RJ FAMILY OFFICE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 83413169,20 CECIL STREET PLUS BUILDING 14TH FLOOR #1425 049705,,https://eservices.mas.gov.sg/fid/institution/detail/409233-RJ-FAMILY-OFFICE-PTE-LTD,21,2026-07-11
2767,2112,RKI2 PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69116888,S10002 UIC BUILDING 5 SHENTON WAY #10-01 068808,,https://eservices.mas.gov.sg/fid/institution/detail/421164-RKI2-PTE-LTD,21,2026-07-11
2768,2113,ROBECO SINGAPORE PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 69149805,7 STRAITS VIEW #08-05 MARINA ONE EAST TOWER 018936,http://www.robeco.com/sg,https://eservices.mas.gov.sg/fid/institution/detail/200807-ROBECO-SINGAPORE-PRIVATE-LIMITED,21,2026-07-11
2769,2113,ROBECO SINGAPORE PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 69149805,7 STRAITS VIEW #08-05 MARINA ONE EAST TOWER 018936,http://www.robeco.com/sg,https://eservices.mas.gov.sg/fid/institution/detail/200807-ROBECO-SINGAPORE-PRIVATE-LIMITED,21,2026-07-11
2770,2114,ROBINHOOD SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97711045,21 COLLYER QUAY UNIT 18W02 049320,http://Robinhood.com/us/en/,https://eservices.mas.gov.sg/fid/institution/detail/426706-ROBINHOOD-SINGAPORE-PTE-LTD,21,2026-07-11
2771,2115,ROBINSON EXCHANGE,Payments,Money-changing Licensee,+65 62222456,23 MADRAS STREET 208418,,https://eservices.mas.gov.sg/fid/institution/detail/2802-ROBINSON-EXCHANGE,21,2026-07-11
2772,2116,ROCKFORT ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66538325,6 BATTERY ROAD #12-01 049909,http://www.rockfortadvisors.com,https://eservices.mas.gov.sg/fid/institution/detail/218378-ROCKFORT-ADVISORS-PTE-LTD,21,2026-07-11
2773,2117,ROCKSTEAD CAPITAL PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62280348,30 CECIL STREET #17-08 PRUDENTIAL TOWER 049712,http://www.rockstead.com,https://eservices.mas.gov.sg/fid/institution/detail/1475-ROCKSTEAD-CAPITAL-PRIVATE-LIMITED,21,2026-07-11
2774,2117,ROCKSTEAD CAPITAL PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62280348,30 CECIL STREET #17-08 PRUDENTIAL TOWER 049712,http://www.rockstead.com,https://eservices.mas.gov.sg/fid/institution/detail/1475-ROCKSTEAD-CAPITAL-PRIVATE-LIMITED,21,2026-07-11
2775,2118,ROHAIL EXCHANGE PTE. LTD.,Payments,Money-changing Licensee,+65 69046992,460 ALEXANDRA ROAD #01-18A MTOWER 119963,,https://eservices.mas.gov.sg/fid/institution/detail/218789-ROHAIL-EXCHANGE-PTE-LTD,21,2026-07-11
2776,2119,ROKOS SERVICES (SINGAPORE) PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 83506992,#40-32 LEVEL 40 OCEAN FINANCIAL CENTRE 10 COLLYER QUAY RAFFLES PLACE 049315,https://www.rokoscapital.com,https://eservices.mas.gov.sg/fid/institution/detail/407141-ROKOS-SERVICES-SINGAPORE-PRIVATE-LIMITED,21,2026-07-11
2777,2120,ROSELINE FAMILY OFFICE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 82946887,BLOCK 313 OLD BIRDCAGE WALK #02-15 798486,,https://eservices.mas.gov.sg/fid/institution/detail/420064-ROSELINE-FAMILY-OFFICE-PTE-LTD,21,2026-07-11
2778,2120,ROSELINE FAMILY OFFICE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 82946887,BLOCK 313 OLD BIRDCAGE WALK #02-15 798486,,https://eservices.mas.gov.sg/fid/institution/detail/420064-ROSELINE-FAMILY-OFFICE-PTE-LTD,21,2026-07-11
2779,2121,ROSEMIN STORE,Payments,Money-changing Licensee,91507420,17A JURONG GATEWAY ROAD #01-15 608513,,https://eservices.mas.gov.sg/fid/institution/detail/2722-ROSEMIN-STORE,21,2026-07-11
2780,2122,ROTHSCHILD & CO SINGAPORE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65358311,1 RAFFLES QUAY #10-02 NORTH TOWER 048583,,https://eservices.mas.gov.sg/fid/institution/detail/223-ROTHSCHILD-CO-SINGAPORE-LIMITED,21,2026-07-11
2781,2123,ROYAL BANK OF CANADA,Banking,Wholesale Bank,+65 62301888,8 MARINA VIEW #26-01 ASIA SQUARE TOWER 1 018960,https://www.rbc.com,https://eservices.mas.gov.sg/fid/institution/detail/3087-ROYAL-BANK-OF-CANADA,21,2026-07-11
2782,2123,ROYAL BANK OF CANADA,Capital Markets,Exempt Capital Markets Services Entity,+65 62301888,8 MARINA VIEW #26-01 ASIA SQUARE TOWER 1 018960,https://www.rbc.com,https://eservices.mas.gov.sg/fid/institution/detail/3087-ROYAL-BANK-OF-CANADA,21,2026-07-11
2783,2123,ROYAL BANK OF CANADA,Financial Advisory,Exempt Financial Adviser,+65 62301888,8 MARINA VIEW #26-01 ASIA SQUARE TOWER 1 018960,https://www.rbc.com,https://eservices.mas.gov.sg/fid/institution/detail/3087-ROYAL-BANK-OF-CANADA,21,2026-07-11
2784,2123,ROYAL BANK OF CANADA,Capital Markets,Exempt Trust Company,+65 62301888,8 MARINA VIEW #26-01 ASIA SQUARE TOWER 1 018960,https://www.rbc.com,https://eservices.mas.gov.sg/fid/institution/detail/3087-ROYAL-BANK-OF-CANADA,21,2026-07-11
2785,2124,RRJ MANAGEMENT (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65131680,298 TIONG BAHRU ROAD #13-01 CENTRAL PLAZA 168730,,https://eservices.mas.gov.sg/fid/institution/detail/232362-RRJ-MANAGEMENT-S-PTE-LTD,21,2026-07-11
2786,2125,RSM STONE FOREST ACCOUNTSERVE PTE LTD,Payments,Major Payment Institution,65 63360600,"8, WILKIE ROAD #03-08 WILKIE EDGE 228095",https://www.stoneforest.com.sg/payrollserve,https://eservices.mas.gov.sg/fid/institution/detail/229720-RSM-STONE-FOREST-ACCOUNTSERVE-PTE-LTD,21,2026-07-11
2787,2126,RTG CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 87871906,61 ROBINSON ROAD #10-02 068893,http://www.rtgcap.com,https://eservices.mas.gov.sg/fid/institution/detail/246785-RTG-CAPITAL-PTE-LTD,21,2026-07-11
2788,2127,RUIFENG WEALTH MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69040766,"111 SOMERSET ROAD, #05-08 111 SOMERSET, SINGAPORE 238164",http://N.A.,https://eservices.mas.gov.sg/fid/institution/detail/221893-RUIFENG-WEALTH-MANAGEMENT-PTE-LTD,21,2026-07-11
2789,2128,RV CAPITAL MANAGEMENT PRIVATE LTD.,Capital Markets,Capital Markets Services Licensee,+65 64267400,16 RAFFLES QUAY #21-03 HONG LEONG BUILDING 048581,http://www.rvcapitalfunds.com,https://eservices.mas.gov.sg/fid/institution/detail/2541-RV-CAPITAL-MANAGEMENT-PRIVATE-LTD,21,2026-07-11
2790,2129,RV SG PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88176239,12 KALLANG AVENUE #03-26 339511,https://www.realvantage.co,https://eservices.mas.gov.sg/fid/institution/detail/246654-RV-SG-PTE-LTD,21,2026-07-11
2791,2130,RVC INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 67344267,178 PAYA LEBAR ROAD #07-07 409030,https://rvc.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/411842-RVC-INSURANCE-BROKERS-PTE-LTD,21,2026-07-11
2792,2131,RWC SINGAPORE (PTE.) LIMITED,Capital Markets,Capital Markets Services Licensee,+65 68129540,80 RAFFLES PLACE #22-23 UOB PLAZA 2 048624,http://www.redwheel.com,https://eservices.mas.gov.sg/fid/institution/detail/200409-RWC-SINGAPORE-PTE-LIMITED,21,2026-07-11
2793,2132,S ABDUL HAMID,Payments,Money-changing Licensee,,98 SYED ALWI ROAD 207674,,https://eservices.mas.gov.sg/fid/institution/detail/93-S-ABDUL-HAMID,21,2026-07-11
2794,2133,S&P GLOBAL RATINGS SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65306401,"12 MARINA BOULEVARD #23-01, MARINA BAY FINANCIAL CENTRE, TOWER 3 018982",http://www.standardandpoors.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2504-S-P-GLOBAL-RATINGS-SINGAPORE-PTE-LTD,21,2026-07-11
2795,2134,S.C.C. INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6227 4576,"3, FRASER STREET #07-28 DUO TOWER 189352",https://www.irric.co.jp/en/corporate/index_02_asia.php,https://eservices.mas.gov.sg/fid/institution/detail/923-S-C-C-INSURANCE-PTE-LTD,28,2026-07-11
2796,2135,S64 PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63935501,50 RAFFLES PLACE #45-19 SINGAPORE LAND TOWER 048623,http://s64capital.com/,https://eservices.mas.gov.sg/fid/institution/detail/430542-S64-PTE-LTD,21,2026-07-11
2797,2136,SAC CAPITAL PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62323200,"1 ROBINSON ROAD #21-01, AIA TOWER 048542",http://www.saccapital.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1328-SAC-CAPITAL-PRIVATE-LIMITED,21,2026-07-11
2798,2136,SAC CAPITAL PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62323200,"1 ROBINSON ROAD #21-01, AIA TOWER 048542",http://www.saccapital.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1328-SAC-CAPITAL-PRIVATE-LIMITED,21,2026-07-11
2799,2137,SAFE HARBOR CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62925988,111 SOMERSET ROAD #13-13 TRIPLEONE SOMERSET 238164,,https://eservices.mas.gov.sg/fid/institution/detail/230705-SAFE-HARBOR-CAPITAL-MANAGEMENT-PTE-LTD,21,2026-07-11
2800,2138,SAFERE MANAGEMENT PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 64691285,519 BALESTIER ROAD #03-01 LE SHANTIER 329852,https://safere.com,https://eservices.mas.gov.sg/fid/institution/detail/246844-SAFERE-MANAGEMENT-PRIVATE-LIMITED,21,2026-07-11
2801,2139,SAIF MONEY CHANGER,Payments,Money-changing Licensee,65 62200104,16 RAFFLES QUAY #B1-05 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2793-SAIF-MONEY-CHANGER,21,2026-07-11
2802,2140,SAIL CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63340018,"138 CECIL STREET, CECIL COURT #05-04 069538",http://www.sailcap.group,https://eservices.mas.gov.sg/fid/institution/detail/410402-SAIL-CAPITAL-PTE-LTD,21,2026-07-11
2803,2141,SAIML PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 64083800,"11-01, ROYAL ONE PHILIP, 1 PHILIP STREET 048692",http://www.scubecapital.com/ ,https://eservices.mas.gov.sg/fid/institution/detail/220232-SAIML-PTE-LIMITED,21,2026-07-11
2804,2141,SAIML PTE. LIMITED,Financial Advisory,Exempt Financial Adviser,+65 64083800,"11-01, ROYAL ONE PHILIP, 1 PHILIP STREET 048692",http://www.scubecapital.com/ ,https://eservices.mas.gov.sg/fid/institution/detail/220232-SAIML-PTE-LIMITED,21,2026-07-11
2805,2142,SAJ EXCHANGE,Payments,Money-changing Licensee,65 63391723,252 NORTH BRIDGE ROAD #B1-97 RAFFLES CITY SHOPPING CENTRE 179103,,https://eservices.mas.gov.sg/fid/institution/detail/2691-SAJ-EXCHANGE,21,2026-07-11
2806,2143,SAJAHTERA INVESTMENTS (SINGAPORE) PTE LIMITED,Payments,Money-changing Licensee,65 65897688,25 SCOTTS ROAD 228220,,https://eservices.mas.gov.sg/fid/institution/detail/2696-SAJAHTERA-INVESTMENTS-SINGAPORE-PTE-LIMITED,28,2026-07-11
2807,2144,SAKR IMPEX INTERNATIONAL,Payments,Money-changing Licensee,65 65098058,180 KITCHENER ROAD #B2-40 CITY SQUARE MALL 208539,,https://eservices.mas.gov.sg/fid/institution/detail/2940-SAKR-IMPEX-INTERNATIONAL,21,2026-07-11
2808,2145,SALEEM EXCHANGE CENTRE,Payments,Money-changing Licensee,65 63395955,"301 UPPER THOMSON ROAD, #B1-02 THOMSON PLAZA 574408",,https://eservices.mas.gov.sg/fid/institution/detail/2808-SALEEM-EXCHANGE-CENTRE,21,2026-07-11
2809,2146,SALTER BROTHERS CAPITAL (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 81232415,50 COLLYER QUAY #05-06 OUE BAYFRONT 049321,https://salterbrothers.com.au/,https://eservices.mas.gov.sg/fid/institution/detail/424233-SALTER-BROTHERS-CAPITAL-SINGAPORE-PTE-LTD,21,2026-07-11
2810,2147,SALVA'S FOREIGN EXCHANGE,Payments,Money-changing Licensee,65 66356926,60 PAYA LEBAR ROAD #B1-27 PAYA LEBAR SQUARE 409051,,https://eservices.mas.gov.sg/fid/institution/detail/2902-SALVA-S-FOREIGN-EXCHANGE,21,2026-07-11
2811,2148,SALZWORTH ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67812689,1 RAFFLES PLACE #28-04 ONE RAFFLES PLACE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/219113-SALZWORTH-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2812,2149,SAMSUNG REINSURANCE PTE. LTD.,Insurance,Reinsurer (General),+65 6645 5578,"3, CHURCH STREET #25-01 SAMSUNG HUB BUILDING 049483",http://www.samsungfire.com,https://eservices.mas.gov.sg/fid/institution/detail/2522-SAMSUNG-REINSURANCE-PTE-LTD,21,2026-07-11
2813,2150,SANFORD C. BERNSTEIN (SINGAPORE) PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62304612,8 MARINA BOULEVARD #12-01 MARINA BAY FINANCIAL CENTRE TOWER 1 018981,,https://eservices.mas.gov.sg/fid/institution/detail/249046-SANFORD-C-BERNSTEIN-SINGAPORE-PRIVATE-LIMITED,21,2026-07-11
2814,2150,SANFORD C. BERNSTEIN (SINGAPORE) PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62304612,8 MARINA BOULEVARD #12-01 MARINA BAY FINANCIAL CENTRE TOWER 1 018981,,https://eservices.mas.gov.sg/fid/institution/detail/249046-SANFORD-C-BERNSTEIN-SINGAPORE-PRIVATE-LIMITED,21,2026-07-11
2815,2151,SANGAM EXCHANGE,Payments,Money-changing Licensee,65 62945565,140 DUNLOP STREET 209458,,https://eservices.mas.gov.sg/fid/institution/detail/2906-SANGAM-EXCHANGE,21,2026-07-11
2816,2152,SANRO INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6922 8500,"8, MARINA VIEW #09-05 ASIA SQUARE TOWER 1 018960",https://sanro.sg/,https://eservices.mas.gov.sg/fid/institution/detail/1202-SANRO-INSURANCE-PTE-LTD,28,2026-07-11
2817,2153,SANTA LUCIA ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65134100,"65,CHULIA STREET #43-05/06,OCBC CENTRE 049513",http://www.slam.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2343-SANTA-LUCIA-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2818,2153,SANTA LUCIA ASSET MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65134100,"65,CHULIA STREET #43-05/06,OCBC CENTRE 049513",http://www.slam.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2343-SANTA-LUCIA-ASSET-MANAGEMENT-PTE-LTD,21,2026-07-11
2819,2154,SAPPHIRE EXCHANGE,Payments,Money-changing Licensee,65 67382297,304 ORCHARD ROAD #B1-82 LUCKY PLAZA 238863,,https://eservices.mas.gov.sg/fid/institution/detail/2888-SAPPHIRE-EXCHANGE,21,2026-07-11
